filename,folder
ci\ci_35.wav,ci
ci\ci_94.wav,ci
ci\ci_33.wav,ci
ci\ci_22.wav,ci
ci\ci_28.wav,ci
ci\ci_84.wav,ci
ci\ci_19.wav,ci
ci\ci_92.wav,ci
ci\ci_79.wav,ci
ci\ci_106.wav,ci
ci\ci_75.wav,ci
ci\ci_89.wav,ci
ci\ci_72.wav,ci
ci\ci_50.wav,ci
ci\ci_5.wav,ci
ci\ci_123.wav,ci
ci\ci_52.wav,ci
ci\ci_121.wav,ci
ci\ci_18.wav,ci
ci\ci_111.wav,ci
ci\ci_73.wav,ci
ci\ci_127.wav,ci
ci\ci_68.wav,ci
ci\ci_3.wav,ci
ci\ci_29.wav,ci
ci\ci_54.wav,ci
ci\ci_15.wav,ci
ci\ci_41.wav,ci
ci\ci_58.wav,ci
cia\cia_1.wav,cia
cia\cia_2.wav,cia
ciasnotę\ciasnotę_4.wav,ciasnotę
ciasnotę\ciasnotę_3.wav,ciasnotę
ciasta\ciasta_1.wav,ciasta
ciasta\ciasta_2.wav,ciasta
ciasteczkach\ciasteczkach_3.wav,ciasteczkach
ciasteczkach\ciasteczkach_1.wav,ciasteczkach
ciastko\ciastko_2.wav,ciastko
ciasto\ciasto_2.wav,ciasto
ciasto\ciasto_3.wav,ciasto
ciał\ciał_4.wav,ciał
ciał\ciał_2.wav,ciał
ciała\ciała_3.wav,ciała
ciała\ciała_18.wav,ciała
ciała\ciała_10.wav,ciała
ciała\ciała_9.wav,ciała
ciała\ciała_15.wav,ciała
ciała\ciała_14.wav,ciała
ciała\ciała_28.wav,ciała
ciała\ciała_6.wav,ciała
ciała\ciała_17.wav,ciała
ciała\ciała_1.wav,ciała
ciała\ciała_16.wav,ciała
ciała\ciała_24.wav,ciała
ciała\ciała_7.wav,ciała
ciała\ciała_4.wav,ciała
ciało\ciało_22.wav,ciało
ciało\ciało_30.wav,ciało
ciało\ciało_1.wav,ciało
ciało\ciało_7.wav,ciało
ciało\ciało_32.wav,ciało
ciało\ciało_25.wav,ciało
ciało\ciało_20.wav,ciało
ciało\ciało_23.wav,ciało
ciało\ciało_26.wav,ciało
ciało\ciało_4.wav,ciało
ciało\ciało_18.wav,ciało
ciało\ciało_19.wav,ciało
ciało\ciało_13.wav,ciało
ciało\ciało_34.wav,ciało
ciało\ciało_8.wav,ciało
ciało\ciało_24.wav,ciało
ciało\ciało_29.wav,ciało
cicha\cicha_2.wav,cicha
cichaczem\cichaczem_3.wav,cichaczem
ciche\ciche_3.wav,ciche
ciche\ciche_4.wav,ciche
cichego\cichego_4.wav,cichego
cichego\cichego_3.wav,cichego
cichnący\cichnący_2.wav,cichnący
cicho\cicho_19.wav,cicho
cicho\cicho_7.wav,cicho
cicho\cicho_18.wav,cicho
cicho\cicho_20.wav,cicho
cicho\cicho_2.wav,cicho
cicho\cicho_17.wav,cicho
cicho\cicho_15.wav,cicho
cicho\cicho_8.wav,cicho
cicho\cicho_5.wav,cicho
cicho\cicho_13.wav,cicho
cichutku\cichutku_3.wav,cichutku
cichutku\cichutku_1.wav,cichutku
cichy\cichy_6.wav,cichy
cichy\cichy_7.wav,cichy
cichy\cichy_10.wav,cichy
cichy\cichy_1.wav,cichy
cichy\cichy_4.wav,cichy
ciebie\ciebie_34.wav,ciebie
ciebie\ciebie_20.wav,ciebie
ciebie\ciebie_4.wav,ciebie
ciebie\ciebie_33.wav,ciebie
ciebie\ciebie_17.wav,ciebie
ciebie\ciebie_31.wav,ciebie
ciebie\ciebie_48.wav,ciebie
ciebie\ciebie_7.wav,ciebie
ciebie\ciebie_43.wav,ciebie
ciebie\ciebie_40.wav,ciebie
ciebie\ciebie_3.wav,ciebie
ciebie\ciebie_19.wav,ciebie
ciebie\ciebie_22.wav,ciebie
ciebie\ciebie_10.wav,ciebie
ciebie\ciebie_42.wav,ciebie
ciebie\ciebie_24.wav,ciebie
ciebie\ciebie_1.wav,ciebie
ciebie\ciebie_54.wav,ciebie
ciebie\ciebie_39.wav,ciebie
ciebie\ciebie_41.wav,ciebie
ciebie\ciebie_55.wav,ciebie
ciebie\ciebie_18.wav,ciebie
ciebie\ciebie_32.wav,ciebie
ciebie\ciebie_36.wav,ciebie
ciebie\ciebie_57.wav,ciebie
ciebie\ciebie_21.wav,ciebie
ciebie\ciebie_9.wav,ciebie
ciebie\ciebie_49.wav,ciebie
ciebie\ciebie_35.wav,ciebie
ciekaw\ciekaw_2.wav,ciekaw
ciekaw\ciekaw_4.wav,ciekaw
ciekawa\ciekawa_5.wav,ciekawa
ciekawa\ciekawa_7.wav,ciekawa
ciekawa\ciekawa_1.wav,ciekawa
ciekawe\ciekawe_3.wav,ciekawe
ciekawe\ciekawe_11.wav,ciekawe
ciekawe\ciekawe_1.wav,ciekawe
ciekawe\ciekawe_4.wav,ciekawe
ciekawe\ciekawe_10.wav,ciekawe
ciekawe\ciekawe_6.wav,ciekawe
ciekawej\ciekawej_4.wav,ciekawej
ciekawej\ciekawej_3.wav,ciekawej
ciekawością\ciekawością_1.wav,ciekawością
ciekawością\ciekawością_4.wav,ciekawością
ciekawsza\ciekawsza_2.wav,ciekawsza
ciekawsza\ciekawsza_4.wav,ciekawsza
ciekawsze\ciekawsze_2.wav,ciekawsze
ciekawszy\ciekawszy_1.wav,ciekawszy
ciekawszy\ciekawszy_3.wav,ciekawszy
ciekawy\ciekawy_1.wav,ciekawy
ciekawy\ciekawy_7.wav,ciekawy
ciekawy\ciekawy_2.wav,ciekawy
ciekawy\ciekawy_4.wav,ciekawy
ciekawym\ciekawym_3.wav,ciekawym
ciekawą\ciekawą_1.wav,ciekawą
ciekawą\ciekawą_3.wav,ciekawą
ciekła\ciekła_3.wav,ciekła
cielęciny\cielęciny_3.wav,cielęciny
cielęciny\cielęciny_2.wav,cielęciny
ciemna\ciemna_5.wav,ciemna
ciemna\ciemna_2.wav,ciemna
ciemna\ciemna_6.wav,ciemna
ciemne\ciemne_5.wav,ciemne
ciemne\ciemne_2.wav,ciemne
ciemne\ciemne_1.wav,ciemne
ciemne\ciemne_6.wav,ciemne
ciemniejszych\ciemniejszych_1.wav,ciemniejszych
ciemniejszych\ciemniejszych_4.wav,ciemniejszych
ciemnoczerwonym\ciemnoczerwonym_1.wav,ciemnoczerwonym
ciemnoczerwonym\ciemnoczerwonym_2.wav,ciemnoczerwonym
ciemnokawowy\ciemnokawowy_1.wav,ciemnokawowy
ciemnokawowy\ciemnokawowy_4.wav,ciemnokawowy
ciemnozielone\ciemnozielone_3.wav,ciemnozielone
ciemnozielone\ciemnozielone_2.wav,ciemnozielone
ciemnozielonym\ciemnozielonym_1.wav,ciemnozielonym
ciemnozielonym\ciemnozielonym_2.wav,ciemnozielonym
ciemności\ciemności_6.wav,ciemności
ciemności\ciemności_4.wav,ciemności
ciemności\ciemności_1.wav,ciemności
ciemnościach\ciemnościach_2.wav,ciemnościach
ciemnościach\ciemnościach_8.wav,ciemnościach
ciemnościach\ciemnościach_7.wav,ciemnościach
ciemnościach\ciemnościach_3.wav,ciemnościach
ciemnością\ciemnością_1.wav,ciemnością
ciemnością\ciemnością_4.wav,ciemnością
ciemność\ciemność_1.wav,ciemność
ciemny\ciemny_2.wav,ciemny
ciemnych\ciemnych_3.wav,ciemnych
ciemnym\ciemnym_1.wav,ciemnym
ciemnym\ciemnym_3.wav,ciemnym
ciemnymi\ciemnymi_3.wav,ciemnymi
cieni\cieni_1.wav,cieni
cieni\cieni_2.wav,cieni
cienie\cienie_3.wav,cienie
cienie\cienie_8.wav,cienie
cienie\cienie_2.wav,cienie
cienie\cienie_10.wav,cienie
cienie\cienie_1.wav,cienie
cieniem\cieniem_3.wav,cieniem
cieniem\cieniem_5.wav,cieniem
cieniem\cieniem_7.wav,cieniem
cieniem\cieniem_4.wav,cieniem
cieniu\cieniu_6.wav,cieniu
cieniu\cieniu_7.wav,cieniu
cieniu\cieniu_10.wav,cieniu
cieniu\cieniu_2.wav,cieniu
cieniu\cieniu_4.wav,cieniu
cieniu\cieniu_9.wav,cieniu
cieniu\cieniu_1.wav,cieniu
cienkie\cienkie_1.wav,cienkie
cienkie\cienkie_4.wav,cienkie
cieplarniany\cieplarniany_1.wav,cieplarniany
cieplarniany\cieplarniany_3.wav,cieplarniany
ciepła\ciepła_2.wav,ciepła
ciepła\ciepła_1.wav,ciepła
ciepłe\ciepłe_1.wav,ciepłe
ciepłe\ciepłe_6.wav,ciepłe
ciepłe\ciepłe_8.wav,ciepłe
ciepłe\ciepłe_3.wav,ciepłe
ciepły\ciepły_1.wav,ciepły
ciepły\ciepły_8.wav,ciepły
ciepły\ciepły_2.wav,ciepły
ciepły\ciepły_3.wav,ciepły
ciepłych\ciepłych_4.wav,ciepłych
ciepłych\ciepłych_1.wav,ciepłych
ciepłym\ciepłym_1.wav,ciepłym
cierpi\cierpi_7.wav,cierpi
cierpi\cierpi_5.wav,cierpi
cierpi\cierpi_1.wav,cierpi
cierpi\cierpi_4.wav,cierpi
cierpiał\cierpiał_2.wav,cierpiał
cierpienia\cierpienia_6.wav,cierpienia
cierpienia\cierpienia_8.wav,cierpienia
cierpienia\cierpienia_2.wav,cierpienia
cierpienia\cierpienia_3.wav,cierpienia
cierpienie\cierpienie_6.wav,cierpienie
cierpienie\cierpienie_4.wav,cierpienie
cierpienie\cierpienie_5.wav,cierpienie
cierpienie\cierpienie_2.wav,cierpienie
cierpiącym\cierpiącym_3.wav,cierpiącym
cierpię\cierpię_5.wav,cierpię
cierpię\cierpię_7.wav,cierpię
cierpię\cierpię_6.wav,cierpię
cierpię\cierpię_1.wav,cierpię
cierpką\cierpką_3.wav,cierpką
cierpką\cierpką_4.wav,cierpką
cierpliwie\cierpliwie_3.wav,cierpliwie
cierpliwie\cierpliwie_1.wav,cierpliwie
cieszyła\cieszyła_4.wav,cieszyła
cieszyła\cieszyła_2.wav,cieszyła
cieszyło\cieszyło_3.wav,cieszyło
cieszą\cieszą_4.wav,cieszą
cieszą\cieszą_3.wav,cieszą
cieszącego\cieszącego_1.wav,cieszącego
cieszącego\cieszącego_2.wav,cieszącego
cień\cień_2.wav,cień
cień\cień_3.wav,cień
cień\cień_1.wav,cień
cień\cień_8.wav,cień
ciosem\ciosem_4.wav,ciosem
ciosem\ciosem_2.wav,ciosem
ciotka\ciotka_2.wav,ciotka
ciotka\ciotka_3.wav,ciotka
ciotką\ciotką_1.wav,ciotką
ciotką\ciotką_3.wav,ciotką
ciskała\ciskała_3.wav,ciskała
ciskała\ciskała_1.wav,ciskała
cisnących\cisnących_2.wav,cisnących
cisnęli\cisnęli_3.wav,cisnęli
cisowski\cisowski_1.wav,cisowski
cisza\cisza_5.wav,cisza
cisza\cisza_14.wav,cisza
cisza\cisza_15.wav,cisza
cisza\cisza_10.wav,cisza
cisza\cisza_3.wav,cisza
cisza\cisza_11.wav,cisza
cisza\cisza_9.wav,cisza
cisza\cisza_12.wav,cisza
ciszy\ciszy_11.wav,ciszy
ciszy\ciszy_9.wav,ciszy
ciszy\ciszy_18.wav,ciszy
ciszy\ciszy_24.wav,ciszy
ciszy\ciszy_14.wav,ciszy
ciszy\ciszy_7.wav,ciszy
ciszy\ciszy_3.wav,ciszy
ciszy\ciszy_1.wav,ciszy
ciszy\ciszy_4.wav,ciszy
ciszy\ciszy_19.wav,ciszy
ciszy\ciszy_13.wav,ciszy
ciszy\ciszy_2.wav,ciszy
cite\cite_1.wav,cite
cite\cite_3.wav,cite
cite\cite_4.wav,cite
ciąg\ciąg_1.wav,ciąg
ciąg\ciąg_3.wav,ciąg
ciągle\ciągle_2.wav,ciągle
ciągle\ciągle_4.wav,ciągle
ciągnie\ciągnie_3.wav,ciągnie
ciągnie\ciągnie_4.wav,ciągnie
ciągnąca\ciągnąca_4.wav,ciągnąca
ciągnąca\ciągnąca_1.wav,ciągnąca
ciągnęło\ciągnęło_2.wav,ciągnęło
ciągnęło\ciągnęło_3.wav,ciągnęło
ciągoty\ciągoty_4.wav,ciągoty
ciągoty\ciągoty_1.wav,ciągoty
ciągu\ciągu_5.wav,ciągu
ciągu\ciągu_2.wav,ciągu
ciągu\ciągu_3.wav,ciągu
ciągu\ciągu_13.wav,ciągu
ciągu\ciągu_11.wav,ciągu
ciągu\ciągu_8.wav,ciągu
ciągu\ciągu_6.wav,ciągu
ciąć\ciąć_1.wav,ciąć
ciąć\ciąć_3.wav,ciąć
ciąża\ciąża_4.wav,ciąża
ciąża\ciąża_1.wav,ciąża
ciąży\ciąży_8.wav,ciąży
ciąży\ciąży_9.wav,ciąży
ciąży\ciąży_6.wav,ciąży
ciąży\ciąży_7.wav,ciąży
cię\cię_25.wav,cię
cię\cię_40.wav,cię
cię\cię_7.wav,cię
cię\cię_3.wav,cię
cię\cię_19.wav,cię
cię\cię_43.wav,cię
cię\cię_18.wav,cię
cię\cię_47.wav,cię
cię\cię_13.wav,cię
cię\cię_14.wav,cię
cię\cię_38.wav,cię
cię\cię_2.wav,cię
cię\cię_36.wav,cię
cię\cię_9.wav,cię
cię\cię_35.wav,cię
cię\cię_39.wav,cię
cię\cię_44.wav,cię
cię\cię_20.wav,cię
cię\cię_41.wav,cię
cię\cię_42.wav,cię
cię\cię_27.wav,cię
cię\cię_22.wav,cię
cię\cię_33.wav,cię
cię\cię_16.wav,cię
cię\cię_1.wav,cię
cięciem\cięciem_3.wav,cięciem
cięciem\cięciem_2.wav,cięciem
cięciwy\cięciwy_1.wav,cięciwy
cięciwy\cięciwy_5.wav,cięciwy
cięciwy\cięciwy_4.wav,cięciwy
ciężar\ciężar_11.wav,ciężar
ciężar\ciężar_14.wav,ciężar
ciężar\ciężar_13.wav,ciężar
ciężar\ciężar_8.wav,ciężar
ciężar\ciężar_6.wav,ciężar
ciężar\ciężar_9.wav,ciężar
ciężar\ciężar_4.wav,ciężar
ciężarów\ciężarów_4.wav,ciężarów
ciężarów\ciężarów_8.wav,ciężarów
ciężarów\ciężarów_5.wav,ciężarów
ciężarów\ciężarów_7.wav,ciężarów
ciężarówki\ciężarówki_2.wav,ciężarówki
ciężarówki\ciężarówki_3.wav,ciężarówki
ciężki\ciężki_1.wav,ciężki
ciężki\ciężki_4.wav,ciężki
ciężkie\ciężkie_3.wav,ciężkie
ciężkie\ciężkie_1.wav,ciężkie
ciężkiej\ciężkiej_1.wav,ciężkiej
ciężkiej\ciężkiej_2.wav,ciężkiej
ciężkim\ciężkim_3.wav,ciężkim
ciężko\ciężko_2.wav,ciężko
ciężko\ciężko_9.wav,ciężko
ciężko\ciężko_4.wav,ciężko
ciężko\ciężko_10.wav,ciężko
ciężko\ciężko_7.wav,ciężko
ciężkomyślący\ciężkomyślący_1.wav,ciężkomyślący
ciężką\ciężką_4.wav,ciężką
ciężką\ciężką_1.wav,ciężką
ciżbę\ciżbę_3.wav,ciżbę
ckliwy\ckliwy_1.wav,ckliwy
ckliwy\ckliwy_2.wav,ckliwy
ckm\ckm_135.wav,ckm
ckm\ckm_134.wav,ckm
ckm\ckm_133.wav,ckm
ckm\ckm_130.wav,ckm
ckm\ckm_110.wav,ckm
ckm\ckm_59.wav,ckm
ckm\ckm_143.wav,ckm
ckm\ckm_25.wav,ckm
ckm\ckm_119.wav,ckm
ckm\ckm_68.wav,ckm
ckm\ckm_54.wav,ckm
ckm\ckm_136.wav,ckm
ckm\ckm_97.wav,ckm
ckm\ckm_16.wav,ckm
ckm\ckm_48.wav,ckm
ckm\ckm_112.wav,ckm
ckm\ckm_114.wav,ckm
ckm\ckm_87.wav,ckm
ckm\ckm_32.wav,ckm
ckm\ckm_63.wav,ckm
ckm\ckm_113.wav,ckm
ckm\ckm_75.wav,ckm
ckm\ckm_122.wav,ckm
ckm\ckm_106.wav,ckm
ckm\ckm_30.wav,ckm
ckm\ckm_10.wav,ckm
ckm\ckm_99.wav,ckm
ckm\ckm_42.wav,ckm
ckm\ckm_56.wav,ckm
ckm\ckm_55.wav,ckm
ckm\ckm_78.wav,ckm
ckm\ckm_57.wav,ckm
ckm\ckm_120.wav,ckm
ckm\ckm_15.wav,ckm
ckm\ckm_65.wav,ckm
ckm\ckm_1.wav,ckm
ckm\ckm_18.wav,ckm
ckm\ckm_144.wav,ckm
ckm\ckm_73.wav,ckm
ckm\ckm_20.wav,ckm
ckm\ckm_141.wav,ckm
ckm\ckm_35.wav,ckm
ckm\ckm_72.wav,ckm
ckm\ckm_49.wav,ckm
ckm\ckm_39.wav,ckm
ckm\ckm_108.wav,ckm
ckm\ckm_128.wav,ckm
ckm\ckm_79.wav,ckm
ckm\ckm_103.wav,ckm
ckm\ckm_26.wav,ckm
ckm\ckm_81.wav,ckm
ckm\ckm_77.wav,ckm
ckm\ckm_70.wav,ckm
ckm\ckm_19.wav,ckm
ckm\ckm_27.wav,ckm
ckm\ckm_66.wav,ckm
ckm\ckm_127.wav,ckm
ckm\ckm_62.wav,ckm
ckm\ckm_64.wav,ckm
ckm\ckm_98.wav,ckm
ckm\ckm_138.wav,ckm
ckm\ckm_51.wav,ckm
ckm\ckm_100.wav,ckm
ckm\ckm_105.wav,ckm
ckm\ckm_109.wav,ckm
ckm\ckm_2.wav,ckm
ckm\ckm_96.wav,ckm
ckm\ckm_44.wav,ckm
ckm\ckm_86.wav,ckm
ckm\ckm_90.wav,ckm
ckm\ckm_125.wav,ckm
ckm\ckm_92.wav,ckm
ckm\ckm_41.wav,ckm
ckosmo\ckosmo_2.wav,ckosmo
ckosmo\ckosmo_1.wav,ckosmo
claire\claire_2.wav,claire
claire\claire_4.wav,claire
clintonowi\clintonowi_1.wav,clintonowi
clintonowi\clintonowi_2.wav,clintonowi
close\close_1.wav,close
close\close_2.wav,close
club\club_3.wav,club
club\club_1.wav,club
cmentarnej\cmentarnej_3.wav,cmentarnej
cmentarz\cmentarz_2.wav,cmentarz
cmentarz\cmentarz_1.wav,cmentarz
cmentarzem\cmentarzem_2.wav,cmentarzem
cmentarzu\cmentarzu_1.wav,cmentarzu
cna\cna_2.wav,cna
cna\cna_4.wav,cna
cnoty\cnoty_15.wav,cnoty
cnoty\cnoty_12.wav,cnoty
cnoty\cnoty_7.wav,cnoty
cnoty\cnoty_5.wav,cnoty
cnoty\cnoty_3.wav,cnoty
cnoty\cnoty_11.wav,cnoty
cnoty\cnoty_1.wav,cnoty
cnotę\cnotę_4.wav,cnotę
cnotę\cnotę_3.wav,cnotę
co\co_444.wav,co
co\co_377.wav,co
co\co_451.wav,co
co\co_403.wav,co
co\co_33.wav,co
co\co_311.wav,co
co\co_165.wav,co
co\co_115.wav,co
co\co_114.wav,co
co\co_141.wav,co
co\co_459.wav,co
co\co_472.wav,co
co\co_361.wav,co
co\co_314.wav,co
co\co_348.wav,co
co\co_209.wav,co
co\co_477.wav,co
co\co_475.wav,co
co\co_59.wav,co
co\co_116.wav,co
co\co_295.wav,co
co\co_333.wav,co
co\co_20.wav,co
co\co_243.wav,co
co\co_463.wav,co
co\co_187.wav,co
co\co_469.wav,co
co\co_231.wav,co
co\co_482.wav,co
co\co_143.wav,co
co\co_45.wav,co
co\co_397.wav,co
co\co_435.wav,co
co\co_206.wav,co
co\co_277.wav,co
co\co_112.wav,co
co\co_508.wav,co
co\co_308.wav,co
co\co_236.wav,co
co\co_487.wav,co
co\co_322.wav,co
co\co_173.wav,co
co\co_230.wav,co
co\co_25.wav,co
co\co_117.wav,co
co\co_453.wav,co
co\co_389.wav,co
co\co_441.wav,co
co\co_294.wav,co
co\co_221.wav,co
co\co_15.wav,co
co\co_349.wav,co
co\co_218.wav,co
co\co_436.wav,co
co\co_153.wav,co
co\co_490.wav,co
co\co_1.wav,co
co\co_161.wav,co
co\co_151.wav,co
co\co_363.wav,co
co\co_357.wav,co
co\co_100.wav,co
co\co_316.wav,co
co\co_439.wav,co
co\co_222.wav,co
co\co_174.wav,co
co\co_26.wav,co
co\co_216.wav,co
co\co_226.wav,co
co\co_155.wav,co
co\co_398.wav,co
co\co_457.wav,co
co\co_399.wav,co
co\co_480.wav,co
co\co_515.wav,co
co\co_199.wav,co
co\co_225.wav,co
co\co_510.wav,co
co\co_85.wav,co
co\co_383.wav,co
co\co_80.wav,co
co\co_306.wav,co
co\co_108.wav,co
co\co_210.wav,co
co\co_366.wav,co
co\co_183.wav,co
co\co_207.wav,co
co\co_334.wav,co
co\co_413.wav,co
co\co_48.wav,co
co\co_71.wav,co
co\co_498.wav,co
co\co_147.wav,co
co\co_61.wav,co
co\co_481.wav,co
co\co_238.wav,co
co\co_40.wav,co
co\co_312.wav,co
co\co_365.wav,co
co\co_373.wav,co
co\co_47.wav,co
co\co_46.wav,co
co\co_21.wav,co
co\co_177.wav,co
co\co_504.wav,co
co\co_272.wav,co
co\co_53.wav,co
co\co_489.wav,co
co\co_358.wav,co
co\co_309.wav,co
co\co_350.wav,co
co\co_303.wav,co
co\co_224.wav,co
co\co_324.wav,co
co\co_268.wav,co
co\co_300.wav,co
co\co_519.wav,co
co\co_259.wav,co
co\co_340.wav,co
co\co_86.wav,co
co\co_301.wav,co
co\co_51.wav,co
co\co_297.wav,co
co\co_392.wav,co
co\co_172.wav,co
co\co_293.wav,co
co\co_496.wav,co
co\co_461.wav,co
co\co_517.wav,co
co\co_37.wav,co
co\co_506.wav,co
co\co_460.wav,co
co\co_360.wav,co
co\co_270.wav,co
co\co_185.wav,co
co\co_132.wav,co
co\co_518.wav,co
co\co_372.wav,co
co\co_122.wav,co
co\co_241.wav,co
co\co_493.wav,co
co\co_387.wav,co
co\co_375.wav,co
co\co_244.wav,co
co\co_77.wav,co
co\co_142.wav,co
co\co_505.wav,co
co\co_415.wav,co
co\co_276.wav,co
co\co_158.wav,co
co\co_464.wav,co
co\co_318.wav,co
co\co_125.wav,co
co\co_479.wav,co
co\co_188.wav,co
co\co_382.wav,co
co\co_169.wav,co
co\co_94.wav,co
co\co_128.wav,co
co\co_484.wav,co
co\co_386.wav,co
co\co_317.wav,co
co\co_90.wav,co
co\co_370.wav,co
co\co_239.wav,co
co\co_423.wav,co
co\co_280.wav,co
co\co_368.wav,co
co\co_104.wav,co
co\co_120.wav,co
co\co_63.wav,co
co\co_12.wav,co
co\co_145.wav,co
co\co_135.wav,co
co\co_290.wav,co
co\co_242.wav,co
co\co_411.wav,co
co\co_419.wav,co
co\co_44.wav,co
co\co_371.wav,co
co\co_407.wav,co
co\co_102.wav,co
co\co_89.wav,co
co\co_175.wav,co
co\co_355.wav,co
co\co_182.wav,co
co\co_84.wav,co
co\co_514.wav,co
co\co_58.wav,co
co\co_228.wav,co
co\co_374.wav,co
co\co_54.wav,co
co\co_433.wav,co
co\co_109.wav,co
co\co_468.wav,co
co\co_483.wav,co
co\co_79.wav,co
co\co_390.wav,co
co\co_130.wav,co
co\co_7.wav,co
co\co_362.wav,co
co\co_24.wav,co
co\co_327.wav,co
co\co_118.wav,co
co\co_234.wav,co
co\co_217.wav,co
co\co_240.wav,co
co\co_144.wav,co
co\co_95.wav,co
co\co_194.wav,co
co\co_136.wav,co
co\co_30.wav,co
co\co_163.wav,co
co\co_512.wav,co
co\co_78.wav,co
co\co_146.wav,co
co\co_156.wav,co
co\co_9.wav,co
co\co_338.wav,co
co\co_49.wav,co
co\co_119.wav,co
co\co_258.wav,co
co\co_171.wav,co
co\co_237.wav,co
co\co_296.wav,co
co\co_55.wav,co
co\co_13.wav,co
co\co_320.wav,co
co\co_275.wav,co
co\co_127.wav,co
co\co_264.wav,co
co\co_2.wav,co
co\co_215.wav,co
co\co_502.wav,co
co\co_364.wav,co
co\co_430.wav,co
co\co_388.wav,co
co\co_110.wav,co
co\co_189.wav,co
co\co_72.wav,co
co\co_10.wav,co
co\co_60.wav,co
co\co_471.wav,co
co\co_271.wav,co
co\co_328.wav,co
co\co_255.wav,co
co\co_254.wav,co
co\co_287.wav,co
co\co_193.wav,co
co\co_138.wav,co
co\co_354.wav,co
co\co_192.wav,co
co\co_412.wav,co
co\co_98.wav,co
co\co_434.wav,co
co\co_8.wav,co
co\co_139.wav,co
co\co_232.wav,co
co\co_283.wav,co
co\co_492.wav,co
codziennie\codziennie_2.wav,codziennie
codzienny\codzienny_3.wav,codzienny
codzienny\codzienny_2.wav,codzienny
coelho\coelho_2.wav,coelho
coelho\coelho_3.wav,coelho
cofali\cofali_4.wav,cofali
cofali\cofali_1.wav,cofali
cofnął\cofnął_1.wav,cofnął
cofnął\cofnął_2.wav,cofnął
cokolwiek\cokolwiek_2.wav,cokolwiek
cokolwiek\cokolwiek_1.wav,cokolwiek
coleman\coleman_2.wav,coleman
coleman\coleman_3.wav,coleman
conieco\conieco_2.wav,conieco
conieco\conieco_4.wav,conieco
coraz\coraz_30.wav,coraz
coraz\coraz_12.wav,coraz
coraz\coraz_26.wav,coraz
coraz\coraz_45.wav,coraz
coraz\coraz_50.wav,coraz
coraz\coraz_39.wav,coraz
coraz\coraz_16.wav,coraz
coraz\coraz_24.wav,coraz
coraz\coraz_13.wav,coraz
coraz\coraz_4.wav,coraz
coraz\coraz_54.wav,coraz
coraz\coraz_31.wav,coraz
coraz\coraz_14.wav,coraz
coraz\coraz_18.wav,coraz
coraz\coraz_21.wav,coraz
coraz\coraz_6.wav,coraz
coraz\coraz_10.wav,coraz
coraz\coraz_20.wav,coraz
coraz\coraz_38.wav,coraz
coraz\coraz_32.wav,coraz
coraz\coraz_5.wav,coraz
coraz\coraz_40.wav,coraz
coraz\coraz_42.wav,coraz
coraz\coraz_51.wav,coraz
coraz\coraz_23.wav,coraz
coraz\coraz_8.wav,coraz
coraz\coraz_43.wav,coraz
corporation\corporation_1.wav,corporation
corporation\corporation_2.wav,corporation
cosmo\cosmo_3.wav,cosmo
cosmo\cosmo_4.wav,cosmo
cosmo\cosmo_31.wav,cosmo
cosmo\cosmo_21.wav,cosmo
cosmo\cosmo_27.wav,cosmo
cosmo\cosmo_18.wav,cosmo
cosmo\cosmo_35.wav,cosmo
cosmo\cosmo_15.wav,cosmo
cosmo\cosmo_14.wav,cosmo
cosmo\cosmo_28.wav,cosmo
cosmo\cosmo_9.wav,cosmo
cosmo\cosmo_33.wav,cosmo
cosmo\cosmo_17.wav,cosmo
cosmo\cosmo_16.wav,cosmo
cosmo\cosmo_26.wav,cosmo
cosmo\cosmo_32.wav,cosmo
cosmo\cosmo_6.wav,cosmo
cosmo\cosmo_10.wav,cosmo
cosmodziewczyny\cosmodziewczyny_3.wav,cosmodziewczyny
cosmodziewczyny\cosmodziewczyny_1.wav,cosmodziewczyny
cosmowskazówka\cosmowskazówka_3.wav,cosmowskazówka
coto\coto_8.wav,coto
coto\coto_5.wav,coto
coto\coto_4.wav,coto
coto\coto_6.wav,coto
courtenaya\courtenaya_1.wav,courtenaya
courtenaya\courtenaya_4.wav,courtenaya
coś\coś_70.wav,coś
coś\coś_60.wav,coś
coś\coś_46.wav,coś
coś\coś_74.wav,coś
coś\coś_65.wav,coś
coś\coś_15.wav,coś
coś\coś_91.wav,coś
coś\coś_23.wav,coś
coś\coś_33.wav,coś
coś\coś_76.wav,coś
coś\coś_90.wav,coś
coś\coś_28.wav,coś
coś\coś_56.wav,coś
coś\coś_99.wav,coś
coś\coś_6.wav,coś
coś\coś_40.wav,coś
coś\coś_7.wav,coś
coś\coś_24.wav,coś
coś\coś_107.wav,coś
coś\coś_32.wav,coś
coś\coś_87.wav,coś
coś\coś_103.wav,coś
coś\coś_27.wav,coś
coś\coś_5.wav,coś
coś\coś_50.wav,coś
coś\coś_62.wav,coś
coś\coś_61.wav,coś
coś\coś_100.wav,coś
coś\coś_37.wav,coś
coś\coś_64.wav,coś
coś\coś_75.wav,coś
coś\coś_8.wav,coś
coś\coś_83.wav,coś
coś\coś_49.wav,coś
coś\coś_12.wav,coś
coś\coś_105.wav,coś
coś\coś_69.wav,coś
coś\coś_30.wav,coś
coś\coś_53.wav,coś
coś\coś_42.wav,coś
